"abstracts","annotation_id","annotator","created_at","id","lead_time","sentiment","updated_at"
"The frequency, causes and timing of death within 30 days of a first stroke: the Oxfordshire Community Stroke Project. In a prospective, community-based study of 675 consecutive patients with a first-ever stroke, of whom over 90% had computed tomography (CT) and/or necropsy examinations, 129 deaths occurred within 30 days of the onset of symptoms, a case fatality rate (CFR) of 19%. The 30 day CFR for patients with cerebral infarction was 10% (57 of 545, for primary intracerebral haemorrhage 52% (34 of 66), for subarachnoid haemorrhage 45% (15 of 33) and for those of uncertain pathological type 74% (23 of 31). The CFR for patients who had been functionally dependent pre-stroke was 33% compared with 17% for those who had been independent pre-stroke. The age-adjusted relative risk of death for patients who had been functionally dependent pre-stroke was not significantly greater (1.8, 95% confidence interval 0 to 4.3). There was a significant trend for CFR to increase with age (Chi square for trend = 4.0, p less than 0.05). This relationship was found in those patients who had been functionally independent prestroke (Chi square for trend = 7.9, p less than 0.005) but not in those who had been dependent pre-stroke (Chi square for trend = 0.5, NS). The pattern of increasing CFR with increasing age amongst those who had been independent prestroke was seen particularly in patients with cerebral infarction (Chi square for trend = 8.6, p less than 0.005). The age-adjusted relative risk of death for patients with cerebral infarction who had been functionally dependent pre-stroke was 2.2 (95% confidence interval 1.2 to 4.1). Fifty three percent of all deaths within 30 days of stroke were due to the direct neurological sequelae of the stroke.",212,"1","2024-04-24T21:09:58.251027Z",208,8.288,"3","2024-04-24T21:09:58.251027Z"
"Beta-adrenergic receptors in lymphocyte subsets after exercise. Alterations in normal individuals and patients with congestive heart failure. Dynamic exercise increases the number of beta-adrenergic receptors in mixed lymphocytes by a mechanism that is incompletely understood. In a set of in vivo studies, we have investigated the effects of dynamic exercise on the subset distribution of circulating lymphocytes and on the number of beta-adrenergic receptors in each of these subsets in two groups of patients. In healthy subjects, exercise increased plasma norepinephrine and epinephrine and caused lymphocytosis. Whereas the number of Thelper cells increased only modestly, the number of Tsuppressor/cytotoxic and natural killer cells more than tripled. The number of beta-adrenergic receptors varied among subsets but was not significantly altered by dynamic exercise in any subset except natural killer cells (35% increase, p = 0.0302). In a group of patients with congestive heart failure, dynamic exercise increased plasma norepinephrine but did not alter plasma epinephrine and did not cause significant lymphocytosis. We did not detect any significant alterations of circulating leukocyte subsets or beta-adrenergic receptors in any of these subsets after exercise. A combined analysis of healthy patients and heart failure patients revealed a significant correlation between increases in plasma epinephrine and increases in circulating lymphocytes. We conclude that the exercise-induced increase in beta-adrenergic receptors of mixed lymphocytes is predominantly caused by a redistribution of circulating cell subsets that differ in their beta-adrenergic receptor number. This appears to be mediated by epinephrine rather than norepinephrine.",213,"1","2024-04-24T21:10:09.466147Z",209,10.071,"4","2024-04-24T21:10:09.466147Z"
"Surgical treatment of brain metastases in malignant melanoma. The authors report the results of a retrospective review of 13 patients who underwent 19 craniotomies for resection of metastatic malignant melanoma at the University of Colorado (Denver, CO) between 1983 and 1989. There was preoperative evidence of extracranial disease in 11 patients. Eight patients had more than one intracranial metastasis at operation. Intraoperative ultrasound was used in 18 of the 19 craniotomies to minimize surgical trauma to the brain. The 30-day mortality was zero. The 30-day morbidity was minimal. No patient acquired a new neurologic deficit as a result of surgery. All patients regained at least their preoperative level of functioning. Six of the patients who were living at the time of review have been followed for 4 to 25 months (median, 7.5 months). The seven patients who were dead at the time of review survived 4 to 18 months (median, 10 months). These results compare favorably with the survival of untreated patients with metastatic melanoma to the brain (median, 1 month), patients treated with radiation therapy alone (median, 2-4 months), and those treated with chemotherapy alone (median, 2-4 months). The excision of metastatic melanoma from the brain, although not curative, may increase survival in patients with this problem with little morbidity and mortality even in the presence of other metastases.",214,"1","2024-04-24T21:10:18.641269Z",210,8.07,"1","2024-04-24T21:10:18.641269Z"
"Imaging of a parapharyngeal hemangiopericytoma. Radioimmunoscintigraphy (SPECT) with indium-111-labeled anti-CEA antibody, and comparison to digital subtraction angiography, computed tomography, and immunohistochemistry. A 27-year-old male patient with a parapharyngeal hemangiopericytoma was investigated radiologically with orthopantomography, computed tomography, and digital subtraction angiography before the operation. Because a malignancy was suspected, the patient was imaged with gamma camera using radiolabeled monoclonal anticarcinoembryonal antigen antibody including single photon emission computed tomography. The radioantibody accumulated strongly into the neoplasm. Tumor to background ratio was 2.2. Samples of the excised tumor were stained immunohistochemically for desmin, vimentin, muscle actin, cytokeratin, CEA (carcinoembryonic antigen), and factor VIII. They showed that the antibody uptake was of unspecific nature and not due to CEA expression in the tumor.",215,"1","2024-04-24T21:10:40.893500Z",211,19.955,"1","2024-04-24T21:10:40.893500Z"
"Proximal posterior cerebral artery occlusion simulating middle cerebral artery occlusion. We describe 12 cases of acute stroke in which clinical features of proximal posterior cerebral artery occlusion simulated the clinical syndrome of middle cerebral artery occlusion. The majority of patients developed contralateral hemiparesis, homonymous hemianopia, hemispatial neglect, and sensory loss or sensory inattention. All 8 patients with dominant hemisphere lesions were aphasic. Accurate diagnosis in each case was achieved only after a head CT, showing occipital lobe, thalamic, and inferomesial temporal lobe infarction. ""Cortical"" signs are probably explained by thalamic involvement. Recognition of this syndrome has implications for management and prognosis.",216,"1","2024-04-24T21:11:15.201020Z",212,31.409,"4","2024-04-24T21:11:15.201020Z"
"Metastasizing pleomorphic adenoma of the nasal septum. Pleomorphic adenoma is the most common benign tumor of glandular tissue occurring in the head and neck region. There have been several reports of metastasis of this benign-appearing tumor from the salivary glands to distant sites, suggesting hematogenous spread and implantation. Although occurrence of pleomorphic adenoma on the nasal septum has been described, to our knowledge this is the first reported case of recurrent septal pleomorphic adenoma with histologically benign tissue in an enlarged metastatic ipsilateral submandibular lymph node, suggesting lymphatic spread. The literature concerning the subject is reviewed. Wide septal excision and modified neck dissection is the recommended treatment.",217,"1","2024-04-24T21:11:23.367142Z",213,6.945,"1","2024-04-24T21:11:23.367142Z"
"The value of routine preoperative laboratory testing in predicting postoperative complications: a multivariate analysis. The purpose of this study was to evaluate the ability of preoperative laboratory testing to predict postoperative complications. Five hundred twenty patients undergoing elective surgery had their American Society of Anesthesiologists' classification, ponderal index, electrolyte values, glucose levels, blood urea nitrogen/creatinine values, complete blood counts, coagulation studies, total protein/albumin/lymphocyte count, electrocardiogram, chest radiograph, urinalysis, pulmonary function tests, type of anesthesia, and type of operation recorded preoperatively. Patients were followed prospectively after surgery for the development of complications. The data were analyzed by univariate and multivariate methods. Postoperative complications were strongly associated with American Society of Anesthesiologists' classification, type of anesthesia, and type of operation. However, only a few laboratory tests, such as electrocardiogram, chest radiograph, and nutritional status, were associated with postoperative complications. Therefore, in general, preoperative laboratory testing should only be undertaken for specific indications. Recommendations for routine tests are made depending on the age of the patient.",218,"1","2024-04-24T21:11:45.535700Z",214,20.98,"5","2024-04-24T21:11:45.535700Z"
"Adenoid cystic carcinoma of the esophagus. A clinicopathologic study of three cases. In a group of 245 cases of primary carcinoma of the esophagus the authors found three cases of adenoid cystic carcinoma (ACC). Clinical and pathologic data of those patients (one female and two male; age range, 49-74 years) were analyzed. Tumors were localized in the middle third of the esophagus. One patient lived 15 months after surgery. Another is a case of early ACC who has been living 4.5 years after surgery and is without specific symptoms. The third patient had not had surgery and died 13 months after the onset of dysphagia. An autopsy showed only a locally invasive tumor growing into the surroundings of the esophagus, and regional lymph node metastases without distant parenchymal metastases. These findings support pathologic and biologic similarities between ACC of the esophagus and ACC of the salivary glands. There are synchronous tumors of the esophagus and the vital localization which makes the prognosis of ACC of the esophagus worse than ACC of the salivary glands.",219,"1","2024-04-24T21:11:52.523486Z",215,5.907,"1","2024-04-24T21:11:52.523486Z"
"Quantitative proton magnetic resonance imaging in focal cerebral ischemia in rat brain. Proton magnetic resonance (MR) imaging has been recommended as a diagnostic tool for the detection of focal cerebral ischemia. We compared microscopic MR images of rat brains after focal cerebral ischemia with evidence of histological damage found on corresponding silver-impregnated or cresyl violet-stained brain sections. Ten male Wistar rats were subjected to permanent unilateral occlusions of the right middle cerebral and common carotid arteries under halothane anesthesia. Twenty-four hours later the area of injury on MR images amounted to 26% of the total slice area, whereas only 9% of the total slice area was necrotic on histological sections from the same animals. The infarcted areas on tissue sections were surrounded by regions of selective neuronal injury in the cerebral cortex and occasionally in the hippocampus. The area of injury on MR images was larger than the combined areas of infarction and selective neuronal injury on histological sections. Areas of increased T2 values on MR images extended medially into noninfarcted striatum and laterally and dorsally into noninfarcted cortex. The lateral and dorsal areas on MR images frequently coincided with cortical areas in which considerable selective neuronal injury was present in the upper cortical layers. We hypothesize that the abnormal areas on MR images above histologically normal brain tissue represent the ischemic penumbra. If true, this is the first demonstration of the ischemic penumbra by MR imaging and may reflect our use of Wistar rats, a new image analysis technique, and ultra-high resolution MR imaging.",220,"1","2024-04-24T21:12:01.026668Z",216,7.289,"3","2024-04-24T21:12:01.026668Z"
"Transient mitral regurgitation due to mitral valve prolapse accompanied by systolic anterior motion of the mitral valve. A grade 4/6 systolic murmur, systolic anterior motion of the mitral valve (SAM), and severe mitral regurgitation (MR) documented by two-dimensional Doppler echocardiography developed suddenly on the structurally normal heart of a patient with idiopathic portal hypertension. The patient did not have signs of congestive heart failure and the aforementioned phenomenon disappeared completely when the patient was in hepatic failure. This could be explained by a change in circulating blood volume either by gastrointestinal hemorrhage or hepatic failure.",221,"1","2024-04-24T21:12:17.157208Z",217,14.914,"4","2024-04-24T21:12:17.157208Z"
"Neoadjuvant Cis-DDP in esophageal cancers: an experience at a regional cancer centre, India. We are analysing the results of 80 patients who underwent surgery during 1983-84 for esophageal cancer. Forty patients who received pre-operative single agent Cis-DDP were grouped under ""A"" and 40 patients who went for surgery directly were grouped under ""B"". Twenty-two patients (55%) of Group A showed tumor necrosis. Both groups underwent resection and hand-sewn anastamosis of the esophagus. There were 10 post-operative deaths among 80 resected cases, 9 of them being from anastomatic leak. Cis-DDP has induced negligible side effects. A comparatively high survival rate during early years in patients who responded to Cis-DDP suggests that neoadjuvant chemotherapy might be of value.",222,"1","2024-04-24T21:12:34.159136Z",218,15.973,"1","2024-04-24T21:12:34.159136Z"
"The relation of serum cholesterol to risk of coronary heart disease: implications for the elderly. Elevated cholesterol is a known risk factor for coronary heart disease (CHD) in young and middle-aged persons. Because of the high prevalence of CHD in a growing elderly population, physicians must decide whether to devote clinical attention to this condition in older patients. Longitudinal cohort studies show that while the association between serum cholesterol and CHD decreases after age 55 years, it still persists. Primary prevention trials performed mostly on middle-aged men have reduced the incidence rate of CHD through cholesterol lowering but they have yet to show a reduction in overall mortality. Secondary prevention studies of lipid alteration have reported decreased mortality and slowed progression of coronary stenoses, again in predominantly male subjects aged less than 60 years. Implications of these findings for care of older patients are discussed along with recommendations for clinical management and future research.",223,"1","2024-04-24T21:12:41.709139Z",219,6.411,"4","2024-04-24T21:12:41.709139Z"
"Blood rheology after cardiac valve replacement with mechanical prostheses or bioprostheses. Arterial thromboembolism is a serious complication in patients after heart valve replacement. Abnormalities in blood rheology may contribute to this complication. Therefore, the aim of this study was to compare various determinants of blood rheology in patients with substitute heart valves with those in healthy controls; furthermore, differences between patients with mechanical valves and those with bioprostheses should be investigated. The hemorrheologic determinants--fibrinogen, plasma viscosity, red cell aggregation, hematocrit and platelet aggregation--were studied in 92 patients with mechanical bileaflet valves, in 28 patients with bioprostheses and in 29 control subjects; the time since valve replacement was greater than or equal to 9 months. Fibrinogen, plasma viscosity, red cell and spontaneous platelet aggregation were found to be increased in all patients after heart valve replacement compared with normal subjects (fibrinogen: 348 +/- 87 vs 267 +/- 66 mg/dl, p less than 0.01; plasma viscosity: 1.71 +/- 0.1 vs 1.66 +/- 0.1 mPas, p less than 0.05; red cell aggregation: 9.9 +/- 2 vs 7.8 +/- 2 U, p less than 0.01; platelet aggregation: 22 +/- 15 vs 13 +/- 13%, p less than 0.01); among patients, fibrinogen, plasma viscosity and spontaneous platelet aggregation were higher in mechanical valves than in bioprostheses (fibrinogen: 359 +/- 95 vs 314 +/- 41 mg/dl, p less than 0.01; plasma viscosity: 1.72 +/- 0.1 vs 1.68 +/- 0.1 mPas, p less than 0.1; platelet aggregation: 23 +/- 15 vs 16 +/- 11%; p less than 0.05), whereas no difference could be found for red cell aggregation (9.7 +/- 2 vs 10.5 +/- 2%, p greater than 0.05).",224,"1","2024-04-24T21:12:53.726705Z",220,11.014,"4","2024-04-24T21:12:53.726705Z"
"Fatal sepsis following intravesical bacillus Calmette-Guerin administration for bladder cancer. Intravesical administration of bacillus Calmette-Guerin has been shown to be highly effective treatment of superficial bladder cancer. Complications from bacillus Calmette-Guerin therapy are usually minor but serious and even fatal reactions can occur. Five recent cases illustrate the gravity of bacillus Calmette-Guerin sepsis. One man with severe debility and the organic brain syndrome died acutely with a fever of 40 C. Two men had frank sepsis that progressed to multiorgan failure and death. Sepsis progressed despite the use of isoniazid, rifampin and streptomycin. Two men who had equally progressive sepsis with intravesical bacillus Calmette-Guerin survived with the use of cycloserine for the first 72 hours of treatment. Triple antituberculous antibiotics, including cycloserine, may be lifesaving. Sepsis resulted from intravenous absorption through inflamed or disrupted urothelium. Bacillus Calmette-Guerin treatment should not be administered in the presence of severe cystitis or after grossly traumatic catheterization.",225,"1","2024-04-24T21:13:43.015301Z",221,42.765,"1","2024-04-24T21:13:43.015301Z"
"Catecholamine regulation of adipocyte lipolysis after surgery. The effect of surgical trauma on the regulation of lipolysis was studied in isolated fat cells obtained before and 24 hours after elective cholecystectomy in 12 patients who were not obese and who were healthy otherwise. Surgery was accompanied by a twofold increase of the basal rate of lipolysis and by a significant 50% elevation of the lipolytic effect of catecholamines. The actions of various agents that selectively stimulate lipolysis at different early or late steps in the cyclic adenosine monophosphate system beyond the adrenoreceptors were also increased about 50% after surgery (p less than 0.01). The properties of the beta-adrenoceptors were not altered by surgery, as assessed by radioligand binding and isoprenaline sensitivity. The antilipolytic properties of catecholamines (mediated by alpha 2-adrenoreceptors) were not influenced by cholecystectomy. Lipolysis was not altered in four subjects who had no surgery and who served as control subjects 24 hours after being given the same type of postoperative nutrition as patients who underwent cholecystectomy. We concluded that moderate surgical trauma is associated with increased lipolytic activity of fat cells. This is secondary to an enhanced ability of catecholamines to stimulate lipolysis because of a modification at the most distal steps in the cyclic adenosine monophosphate system, which may involve the protein kinase/hormone sensitive lipase complex.",226,"1","2024-04-24T21:13:56.416890Z",222,11.371,"5","2024-04-24T21:13:56.416890Z"
"Treatment of childhood angiomatous diseases with recombinant interferon alfa-2a. A heterogeneous group of five patients with progressive, invasive angiomatous diseases including pulmonary hemangiomatosis, angiosarcoma, or massive hemangioma with associated consumptive coagulopathy were treated with interferon alfa-2a for periods of 17 to 33 months. One patient with a large thoracic hemangioma, cardiorespiratory failure, and consumptive coagulopathy died after less than 2 months of treatment. The remaining four patients have shown beneficial responses, including (1) regression of abnormal vessels on pulmonary angiogram and improved exercise tolerance in pulmonary hemangiomatosis (two patients), (2) decreased corticosteroid and/or platelet transfusion requirements in consumptive coagulopathy (two patients), and (3) decreased size and number of tumor nodules in the one patient with angiosarcoma arising in preexisting angiomatous lesions. Responses occurred during periods of 2 to 20 months of treatment. There was no measurable progression of angiomatous lesions in any patient receiving interferon at the therapeutic dose, except possibly in the one who died. Each of the four surviving patients had improved linear growth and weight gain during interferon treatment.",227,"1","2024-04-24T21:14:17.984450Z",223,20.43,"1","2024-04-24T21:14:17.984450Z"
"Anal sphincter function after intersphincteric resection and stapled ileal pouch-anal anastomosis. This study was done to determine the effect of the direct ileal pouch-anal anastomosis upon pressure and sensory components of the anal canal and ileal pouch. These findings were related to postoperative continence. Thirty-three patients with ileal pouch-anal anastomosis (25 continent, eight with episodic minor incontinence) were studied 3 +/- 0.3 and 25 +/- 5 months after ileostomy takedown. The maximum resting pressure in the anal canal was significantly lower in patients with an imperfect result (35 +/- 5 mm Hg) than in continent patients (44 +/- 5 mm Hg) (P less than 0.05). Postoperatively the maximum squeeze anal pressure was slightly greater in continent than in incontinent patients (99 +/- 8 mm Hg vs. 87 +/- 7 mm Hg) (P greater than 0.05). The postoperative recto-(ileo-)anal inhibitory reflex was present in 27 percent. The linear correlation between strength of rectal (ileal) distension and depth resp. duration of internal sphincter relaxation as preoperatively observed disappeared postoperatively in every group of patients. Simultaneous measurements of pouch and anal pressure in patients with imperfect results revealed a reduced positive pouch anal pressure gradient compared to the continent group. This low pouch-anal pressure gradient is thought to be responsible for the increased incidence of soiling in some of our patients.",228,"1","2024-04-24T21:14:24.455315Z",224,5.436,"2","2024-04-24T21:14:24.455315Z"
"Aspergillus terreus endophthalmitis in a patient with chronic lymphocytic leukemia. A 65-year-old woman with a 7-year history of chronic lymphocytic leukemia presented with acute visual loss, pain, and redness in her right eye. Results of stains and cultures of anterior chamber fluid were negative. Neurologic problems, bronchopulmonary pneumonia, recurrent skin lesions, and a low-grade fever developed. Progressive respiratory distress ensued, and the patient died 1 month after presentation. Cultures from antemortem sputum and skin samples were positive for Aspergillus terreus. Postmortem histologic results showed extensive A terreus invasion of the posterior vitreous, retina, choroid, and anterior optic nerve. This organism was also found in histologic sections from the right adrenal gland, left kidney, thyroid, urinary bladder, right lung, skin, esophagus, sputum, vessels of the myocardium, and brain. To our knowledge, A terreus endophthalmitis has not been reported previously.",229,"1","2024-04-24T21:14:47.281897Z",225,21.354,"1","2024-04-24T21:14:47.281897Z"
"Influence of prosthetic design on durability of the Liotta porcine valve in the mitral position. From March 1979 to December 1984, the Liotta low-profile porcine bioprosthesis was employed for mitral valve replacement in 71 patients to avoid potential left ventricle-prosthesis mismatch occasionally observed with the standard, high-profile, Hancock porcine xenograft. Follow-up of 61 operative survivors showed at 10 years an actuarial survival of 67% +/- 7%, freedom from thromboemboli of 96% +/- 2%, freedom from structural deterioration of 63% +/- 11% and freedom from all Liotta bioprosthesis-related complications of 53% +/- 10%. Complications related to excessive protrusion of the stent into the left ventricular cavity were eliminated with the Liotta bioprosthesis; the peculiar stent configuration, however, was responsible for an increased rate of structural deterioration requiring reoperation in 10 patients (2.8% +/- 0.9%/patient-year) at a mean interval of 76 +/- 18 months after mitral valve replacement (range, 45 to 106 months). Common findings in all explants were cusp prolapse, cusp tears, and commissural rupture related to various degrees of tissue calcification, constantly leading to severe prosthetic incompetence. As also shown experimentally, such structural changes have been attributed to increased systolic stresses on the closed cusps, favored by excessive reduction of the stent height. Our experience shows that the Liotta bioprosthesis used for mitral valve replacement does not provide any clear-cut advantage over standard porcine bioprostheses and that its long-term durability appears affected by the unique prosthetic design.",230,"1","2024-04-24T21:15:19.244290Z",226,30.82,"4","2024-04-24T21:15:19.244290Z"
"Recurrent tension headache in adolescents treated with self-help relaxation training and a muscle relaxant drug. Forty-eight adolescents suffering from recurrent tension headache participated in a controlled trial conducted in a high school setting. During the first treatment phase self-help relaxation training was compared with a waiting-list group. Following this phase a pharmacological regimen consisting of a muscle relaxant (chlormezanone) and placebo was superimposed on relaxation therapy in a double-blind crossover design. Each treatment phase encompassed a 5-week period. In addition to the evaluation of headache complaints, psychological distress among students was measured with respect to their experience of somatic complaints, depressive, anxiety and stress symptoms. Although self-help relaxation training significantly decreased the severity and annoyance of adolescents' headache besides their somatic complaints, the clinical improvement of headache was modest. The addition of chlormezanone did not help those who were nonresponders to self-help relaxation training. Finally, a set of pretreatment variables consisting of baseline headache severity and annoyance, experience of anxiety and daily life stress among adolescents could predict outcome of self-help relaxation therapy.",231,"1","2024-04-24T21:15:32.304929Z",227,11.792,"3","2024-04-24T21:15:32.304929Z"
"Effects of calcium on vascular smooth muscle tone. It is generally acknowledged that calcium plays a major role in the generation of vascular tone. However, in recent years it has become increasingly evident that relatively calcium-insensitive pathways of excitation-contraction coupling also exist in the vascular smooth muscle cell. Possible mechanisms of vascular smooth muscle contraction and their possible role in the pathophysiology of hypertension are reviewed. The rationale for the use of calcium channel blockers in the treatment of hypertension is discussed.",232,"1","2024-04-24T21:16:02.183106Z",228,28.797,"4","2024-04-24T21:16:02.183106Z"
"Segmented turboFLASH: method for breath-hold MR imaging of the liver with flexible contrast. A method called segmented turboFLASH imaging allows high-resolution, multisection, short-inversion-time (TI) inversion-recovery (STIR), T1- or T2-weighted magnetic resonance (MR) studies of the liver to be completed within a breath-hold interval. The method was applied in a phantom and in 19 patients with hepatic lesions. Sequence comparisons were performed among segmented turboFLASH, single-shot turboFLASH, T1-weighted gradient-echo with ultrashort echo time, and T2-weighted spin-echo (SE) techniques. Signal from fat and liver could be nulled with the segmented turboFLASH method, with TIs of 10 and 300 msec, respectively; signal from these tissues could not be eliminated with the single-shot approach. Signal-difference-to-noise ratios and contrast for the best segmented sequences were comparable with those of the best T2-weighted SE and T1-weighted gradient-echo techniques. It is concluded that it is feasible to obtain breath-hold images with arbitrary tissue contrast by means of segmented turboFLASH imaging. The method may prove helpful for the detection and characterization of hepatic lesions and will likely have applications to other anatomic regions such as the chest and pelvis.",233,"1","2024-04-24T21:16:54.689051Z",229,51.526,"2","2024-04-24T21:16:54.689051Z"
"Round fingerpad sign: an early sign of scleroderma. We describe a clinical skin sign in scleroderma termed round fingerpad sign. This term refers to disappearance of the peaked contour on fingerpads and replacement with a hemisphere-like fingertip contour; this change is especially apparent on the ring fingers. A positive round fingerpad sign was found in 72 of 72 ring fingers in 36 patients with progressive systemic sclerosis in 69 of 72 ring fingers in patients with mixed connective tissue disease, and in 24 of 24 ring fingers of patients with Raynaud's phenomenon and sclerodactyly. In contrast, a negative round fingerpad sign was seen in 240 of 240 fingers in normal women (controls). The high sensitivity of this sign is noteworthy. A positive round fingerpad was seen in sign not only typical scleroderma patients but also in groups with less severe skin sclerosis (i.e., in those patients with mixed connective tissue disease or those with Raynaud's phenomenon and sclerodactyly). The sign is a new and useful clinical marker for the early diagnosis of scleroderma.",234,"1","2024-04-24T21:17:29.156642Z",230,33.192,"5","2024-04-24T21:17:29.156642Z"
"Splenic septic emboli in endocarditis. The significance of septic emboli to the spleen is inferred by the frequency of septic emboli in general seen in patients with left-sided infective endocarditis who are referred for valve replacement. To determine the proper management of splenic infarcts and abscess due to septic emboli, we retrospectively reviewed the records of 108 patients with left-sided endocarditis who underwent valvular surgery at the University of Illinois Hospital from 1980 through 1988. Intravenous drug abuse was the etiology in 68% (n = 73). The incidence of splenic infarcts and abscess was 19% (n = 20), but an incidental finding of splenic infarcts was found in 38% (n = 11) of 29 asymptomatic patients who had computed tomograms. Streptococci and staphylococci were the causative organisms in 85% (n = 17). Localized findings were absent in 90% of splenic infarcts and abscesses. Abdominal computed tomograms were diagnostic of the sequelae of splenic septic emboli in 100%. No patient had intra-abdominal bleeding complications associated with cardiopulmonary bypass. Splenectomy was performed in 50% (n = 10) of patients 3-24 days (mean, 11.2 days) after valve replacement. Indications for splenectomy included persistent sepsis in 60% (n = 6), large (greater than 2 cm) and peripheral lesions in 30% (n = 3), and splenic rupture in 10% (n = 1). Perioperative mortality of patients who underwent splenectomy was 30% (n = 3). The following conclusions can be drawn: 1) Splenic septic embolus is common in endocarditis. 2) Abdominal computed tomography should be performed for all patients.",235,"1","2024-04-24T21:17:38.636840Z",231,8.248,"4","2024-04-24T21:17:38.636840Z"
"Computerized neuropsychological assessment of cognitive functioning in children with epilepsy. The value of a range of computer-aided tests in the neuropsychological assessment was investigated in 94-177 children with epilepsy, aged 8-18 years, compared with 68-161 controls in the same age group. Children from the age of 8 years could cope with rather complex tests in a wide range of functions: reaction time measurements, motor speed, information processing, and memory. The speed of performance tended to increase with age in both groups, with differences in information processing becoming apparent from the age of 12 years. The precise control of stimulus and response required to define the mainly minor differences between the epilepsy and control groups can only be fulfilled by computerized testing, which should undergo further refinement including voice and language recognition, followed by artificial intelligence.",236,"1","2024-04-24T21:17:57.958711Z",232,17.93,"3","2024-04-24T21:17:57.958711Z"
"Is obesity-related hypertension less of a cardiovascular risk? The Framingham Study. The hypothesis that obesity-related hypertension is relatively innocuous was explored by an examination of cardiovascular events over 34 years of follow-up when related to biennially measured weights and blood pressures using time-dependent covariate proportional hazards analysis. The 5209 participants were also classified by age, cigarette smoking, and antihypertensive treatment at each of four baseline examinations with 8-year follow-up periods. Over the period of follow-up, there were 978 cardiovascular events in men and 836 in women. Risk of cardiovascular morbidity and mortality in general and of CHD in particular was as strongly related to hypertension at all levels of body mass index. This was also found to apply when adjustment was made for possible confounding by cigarette smoking. Age and smoking-adjusted absolute risks of cardiovascular events were found to be higher in hypertensive individuals with high than with low BMIs. Furthermore, the relative risk of cardiovascular disease did not vary significantly with BMI. Thus hypertension is at least as dangerous in obese as in lean persons at all ages in either sex, providing no support for the hypothesis that hypertension in the obese is more benign. This is important, since obesity predisposes to hypertension and most who have hypertension are obese. This report examines the hypothesis for CVD outcomes considered by previous reports and also the subcategories of CVD disease such as myocardial infarction and stroke, and includes data on both men and women and on young and old.",237,"1","2024-04-24T21:18:10.069741Z",233,10.438,"4","2024-04-24T21:18:10.069741Z"
"Intrahepatic arterioportal fistula after blunt hepatic trauma: case reports. Intrahepatic arterioportal fistula (APF) was found in five out of 65 consecutive patients following blunt hepatic trauma. In four patients the fistula was located peripherally and the blood flow was small. These fistulas closed spontaneously within 3 months. However, a centrally located fistula with early visualization of the trunk of the portal vein persisted in one patient and necessitated transcatheter embolization. The APF in this patient caused portal dilatation which was detectable by CT scan. We conclude that spontaneous closure can be expected when an APF is located peripherally and the shunt flow is small, while centrally located APF with large flow require active treatment, preferably by transcatheter embolization. An APF detectable by CT scan suggests the need of intervention.",238,"1","2024-04-24T21:18:35.072935Z",234,23.839,"2","2024-04-24T21:18:35.072935Z"
"Miscellaneous adverse effects of low-versus high-osmolality contrast media: a study revised The authors analyzed data from two recent articles in Radiology in which the quality and results of randomized control trials (RCTs) comparing the efficacy or safety of the low-osmolality contrast media (LOM) iopamidol, iohexol, and ioxaglate with that of the high-osmolarity contrast media (HOM) diatrizoate, iodamide, iopamide, iothalamate, and metrizoate were assessed. One conclusion in the source articles was that no differences were seen between the two groups of contrast media in frequency of nausea, vomiting, and urticaria. However, the LOM group included both nonionic LOM (NIM) and the ionic contrast medium ioxaglate. The authors found that various complications associated with the use of contrast media were much less common with NIM than with HOM; statistically this lower frequency is highly significant. This difference was obscured in the previous studies by the pooling of RCTs in which the less toxic NIM were used and RCTs in which the more toxic ionic contrast medium ioxaglate was used.",239,"1","2024-04-24T21:19:29.052418Z",235,52.797,"5","2024-04-24T21:19:29.052418Z"
"Angiographic progression to total coronary occlusion in hyperlipidemic patients after acute myocardial infarction. POSCH Group. The progression of coronary artery stenosis to total occlusion was assessed in 413 hyperlipidemic patients with a previous myocardial infarction. Coronary angiograms were recorded at baseline, 3 (n = 312), and 5 years (n = 248) after initial study and analyzed by 2 independent readers. There were 177 (43%) patients with 1-, 130 (31%) with 2-, and 61 (15%) with 3-vessel disease (greater than or equal to 50% diameter narrowing), whereas 45 (11%) did not have significant disease within a major coronary vessel at baseline. A new finding of total occlusion occurred in 4% (30 of 748) and 7% (40 of 605) of major coronary artery segments at 3 and 5 years, respectively. The risk of progression to total occlusion was higher if the initial stenosis was greater than 60% compared to lesions less than or equal to 60% both at 3 years (19 of 143 = 13% vs 11 of 605 = 2%; p less than 0.001) and 5 years (27 of 91 = 30% vs 13 of 514 = 3%; p less than 0.001). The frequency of occlusion was highest for the right coronary artery by 5 years (18 of 167 = 11% for right vs 8 of 225 = 4% for circumflex vs 14 of 213 = 7% for left anterior descending coronary arteries; p less than 0.02). Clinical and laboratory data revealed that myocardial infarction was associated with a new total occlusion in 23% of patients (7 of 30) at 3 years and in 64% (25 of 39) at 5 years.",240,"1","2024-04-24T21:19:38.324914Z",236,8.3,"4","2024-04-24T21:19:38.324914Z"
